rent_id	year	number_of_bedrooms	property_type	location	cost
64300ab6c1f531f75d1b5ae8	2020	All bedrooms	Terrace house	Fairview, Dublin 3	1837.99
64300ab6c1f531f75d1b5ae9	2020	All bedrooms	Terrace house	Marino, Dublin 3	1977.85
64300ab6c1f531f75d1b5aea	2020	All bedrooms	Terrace house	North Strand, Dublin 3	1980.17
64300ab6c1f531f75d1b5aeb	2020	All bedrooms	Terrace house	Dublin 4	2616.44
64300ab6c1f531f75d1b5aec	2020	All bedrooms	Terrace house	Ballsbridge, Dublin 4	2981.83
64300ab6c1f531f75d1b5aed	2020	All bedrooms	Terrace house	Donnybrook, Dublin 4	2342.18
64300ab6c1f531f75d1b5aee	2020	All bedrooms	Terrace house	Irishtown, Dublin 4	2106.97
64300ab6c1f531f75d1b5aef	2020	All bedrooms	Terrace house	Ringsend, Dublin 4	2021.28
64300ab6c1f531f75d1b5af0	2020	All bedrooms	Terrace house	Sandymount, Dublin 4	2547.08
64300ab6c1f531f75d1b5af1	2020	All bedrooms	Terrace house	Dublin 5	1774.42
64300ab6c1f531f75d1b5af2	2020	All bedrooms	Terrace house	Artane, Dublin 5	1667.01
64300ab6c1f531f75d1b5af3	2020	All bedrooms	Terrace house	Killester, Dublin 5	1731.95
64300ab6c1f531f75d1b5af4	2020	All bedrooms	Terrace house	Raheny, Dublin 5	1720.22
64300ab6c1f531f75d1b5af5	2020	All bedrooms	Terrace house	Dublin 6	2179.73
64300ab6c1f531f75d1b5af6	2020	All bedrooms	Terrace house	Harolds Cross, Dublin 6	1888.15
64300ab6c1f531f75d1b5af7	2020	All bedrooms	Terrace house	Milltown, Dublin 6	2128.23
64300ab6c1f531f75d1b5af8	2020	All bedrooms	Terrace house	Ranelagh, Dublin 6	2571.14
64300ab6c1f531f75d1b5af9	2020	All bedrooms	Terrace house	Rathgar, Dublin 6	1974.58
64300ab6c1f531f75d1b5afa	2020	All bedrooms	Terrace house	Rathmines, Dublin 6	2358.4
64300ab6c1f531f75d1b5afb	2020	All bedrooms	Terrace house	Terenure, Dublin 6	2156.86
64300ab6c1f531f75d1b5afc	2020	All bedrooms	Terrace house	Dublin 6W	2227.86
64300ab6c1f531f75d1b5afd	2020	All bedrooms	Terrace house	Harolds Cross, Dublin 6W	1953.71
64300ab6c1f531f75d1b5afe	2020	All bedrooms	Terrace house	Terenure, Dublin 6W	2201.45
64300ab6c1f531f75d1b5aff	2020	All bedrooms	Terrace house	Dublin 7	1772.52
64300ab6c1f531f75d1b5b00	2020	All bedrooms	Terrace house	Arbour Hill, Dublin 7	1858.06
64300ab6c1f531f75d1b5b01	2020	All bedrooms	Terrace house	Cabra, Dublin 7	1595.83
64300ab6c1f531f75d1b5b02	2020	All bedrooms	Terrace house	Navan Road, Dublin 7	1861.62
64300ab6c1f531f75d1b5b03	2020	All bedrooms	Terrace house	North Circular Road, Dublin 7	1807.41
64300ab6c1f531f75d1b5b04	2020	All bedrooms	Terrace house	Phibsboro, Dublin 7	1686.29
64300ab6c1f531f75d1b5b05	2020	All bedrooms	Terrace house	Stoneybatter, Dublin 7	1669.2
64300ab6c1f531f75d1b5b06	2020	All bedrooms	Terrace house	Dublin 8	1919.94
64300ab6c1f531f75d1b5b07	2020	All bedrooms	Terrace house	Inchicore, Dublin 8	1598.96
64300ab6c1f531f75d1b5b08	2020	All bedrooms	Terrace house	Islandbridge, Dublin 8	2512.57
64300ab6c1f531f75d1b5b09	2020	All bedrooms	Terrace house	Kilmainham , Dublin 8	1830.14
64300ab6c1f531f75d1b5b0a	2020	All bedrooms	Terrace house	Portobello, Dublin 8	2190.15
64300ab6c1f531f75d1b5b0b	2020	All bedrooms	Terrace house	Rialto, Dublin 8	1693.25
64300ab6c1f531f75d1b5b0c	2020	All bedrooms	Terrace house	South Circular Road, Dublin 8	2142.38
64300ab6c1f531f75d1b5b0d	2020	All bedrooms	Terrace house	Dublin 9	1933.07
64300ab6c1f531f75d1b5b0e	2020	All bedrooms	Terrace house	Beaumont, Dublin 9	1797.59
64300ab6c1f531f75d1b5b0f	2020	All bedrooms	Terrace house	Drumcondra, Dublin 9	1964.83
64300ab6c1f531f75d1b5b10	2020	All bedrooms	Terrace house	Glasnevin, Dublin 9	1874.4
64300ab6c1f531f75d1b5b11	2020	All bedrooms	Terrace house	Whitehall, Dublin 9	1784.24
64300ab6c1f531f75d1b5b12	2020	All bedrooms	Terrace house	Dublin 10	1473.7
64300ab6c1f531f75d1b5b13	2020	All bedrooms	Terrace house	Ballyfermot, Dublin 10	1453.94
64300ab6c1f531f75d1b5b14	2020	All bedrooms	Terrace house	Dublin 11	1511.03
64300ab6c1f531f75d1b5b15	2020	All bedrooms	Terrace house	Finglas, Dublin 11	1543.93
64300ab6c1f531f75d1b5b16	2020	All bedrooms	Terrace house	Glasnevin, Dublin 11	1660.08
64300ab6c1f531f75d1b5b17	2020	All bedrooms	Terrace house	Dublin 12	1746.83
64300ab6c1f531f75d1b5b18	2020	All bedrooms	Terrace house	Crumlin, Dublin 12	1665.81
64300ab6c1f531f75d1b5b19	2020	All bedrooms	Terrace house	Drimnagh, Dublin 12	1672.75
64300ab6c1f531f75d1b5b1a	2020	All bedrooms	Terrace house	Kimmage, Dublin 12	1915.88
64300ab6c1f531f75d1b5b1b	2020	All bedrooms	Terrace house	Walkinstown, Dublin 12	1637.73
64300ab6c1f531f75d1b5b1c	2020	All bedrooms	Terrace house	Dublin 13	1880.42
64300ab6c1f531f75d1b5b1d	2020	All bedrooms	Terrace house	Baldoyle, Dublin 13	1726.73
64300ab6c1f531f75d1b5b1e	2020	All bedrooms	Terrace house	Balgriffin, Dublin 13	1948.15
64300ab6c1f531f75d1b5b1f	2020	All bedrooms	Terrace house	Sutton, Dublin 13	1899.8
64300ab6c1f531f75d1b5b20	2020	All bedrooms	Terrace house	Dublin 14	2196.56
64300ab6c1f531f75d1b5b21	2020	All bedrooms	Terrace house	Churchtown, Dublin 14	2154.82
64300ab6c1f531f75d1b5b22	2020	All bedrooms	Terrace house	Clonskeagh, Dublin 14	2489.68
64300ab6c1f531f75d1b5b23	2020	All bedrooms	Terrace house	Dundrum, Dublin 14	1994.6
64300ab6c1f531f75d1b5b24	2020	All bedrooms	Terrace house	Rathfarnham, Dublin 14	1946.71
64300ab6c1f531f75d1b5b25	2020	All bedrooms	Terrace house	Dublin 15	1506.98
64300ab6c1f531f75d1b5b26	2020	All bedrooms	Terrace house	Blanchardstown, Dublin 15	1439.19
64300ab6c1f531f75d1b5b27	2020	All bedrooms	Terrace house	Castleknock, Dublin 15	1692.05
64300ab6c1f531f75d1b5b28	2020	All bedrooms	Terrace house	Clonee, Dublin 15	1553.19
64300ab6c1f531f75d1b5b29	2020	All bedrooms	Terrace house	Clonsilla, Dublin 15	1554.51
64300ab6c1f531f75d1b5b2a	2020	All bedrooms	Terrace house	Mulhuddart, Dublin 15	1386.09
64300ab6c1f531f75d1b5b2b	2020	All bedrooms	Terrace house	Ongar, Dublin 15	1624.54
64300ab6c1f531f75d1b5b2c	2020	All bedrooms	Terrace house	Tyrrelstown, Dublin 15	1517.91
64300ab6c1f531f75d1b5b2d	2020	All bedrooms	Terrace house	Dublin 16	2149.06
64300ab6c1f531f75d1b5b2e	2020	All bedrooms	Terrace house	Dundrum, Dublin 16	1980.63
64300ab6c1f531f75d1b5b2f	2020	All bedrooms	Terrace house	Rathfarnham, Dublin 16	2149.59
64300ab6c1f531f75d1b5b30	2020	All bedrooms	Terrace house	Dublin 17	1494.65
64300ab6c1f531f75d1b5b31	2020	All bedrooms	Terrace house	Dublin 18	2204.07
64300ab6c1f531f75d1b5b32	2020	All bedrooms	Terrace house	Foxrock, Dublin 18	2209.23
64300ab6c1f531f75d1b5b33	2020	All bedrooms	Terrace house	Stepaside, Dublin 18	1959.42
64300ab6c1f531f75d1b5b34	2020	All bedrooms	Terrace house	Dublin 20	1530.83
64300ab6c1f531f75d1b5b35	2020	All bedrooms	Terrace house	Chapelizod, Dublin 20	1245.43
64300ab6c1f531f75d1b5b36	2020	All bedrooms	Terrace house	Clondalkin, Dublin 22	1469.29
64300ab6c1f531f75d1b5b37	2020	All bedrooms	Terrace house	Dublin 24	1616.61
64300ab6c1f531f75d1b5b38	2020	All bedrooms	Terrace house	Ballycullen, Dublin 24	1746.35
64300ab6c1f531f75d1b5b39	2020	All bedrooms	Terrace house	Citywest, Dublin 24	1830.7
64300ab6c1f531f75d1b5b3a	2020	All bedrooms	Terrace house	Tallaght, Dublin 24	1605.79
64300ab6c1f531f75d1b5b3b	2020	All bedrooms	Terrace house	Galway	1221.39
64300ab6c1f531f75d1b5b3c	2020	All bedrooms	Terrace house	Galway City	1391.5
64300ab6c1f531f75d1b5b3d	2020	All bedrooms	Terrace house	Athenry, Galway	967.34
64300ab6c1f531f75d1b5b3e	2020	All bedrooms	Terrace house	Ballinasloe, Galway	757.38
64300ab6c1f531f75d1b5b3f	2020	All bedrooms	Terrace house	Ballybane, Galway	1296.51
64300ab6c1f531f75d1b5b40	2020	All bedrooms	Terrace house	Bohermore, Galway	1497.74
64300ab6c1f531f75d1b5b41	2020	All bedrooms	Terrace house	Doughiska, Galway	1193.98
64300ab6c1f531f75d1b5b42	2020	All bedrooms	Terrace house	Loughrea, Galway	912.92
64300ab6c1f531f75d1b5b43	2020	All bedrooms	Terrace house	Oranmore, Galway	1107.87
64300ab6c1f531f75d1b5b44	2020	All bedrooms	Terrace house	Tuam, Galway	835.32
64300ab6c1f531f75d1b5b45	2020	All bedrooms	Terrace house	Kerry	764.54
64300ab6c1f531f75d1b5b46	2020	All bedrooms	Terrace house	Kenmare, Kerry	739.74
64300ab6c1f531f75d1b5b47	2020	All bedrooms	Terrace house	Killarney, Kerry	920.62
64300ab6c1f531f75d1b5b48	2020	All bedrooms	Terrace house	Tralee, Kerry	762.08
64300ab6c1f531f75d1b5b49	2020	All bedrooms	Terrace house	Kildare	1323.97
64300ab6c1f531f75d1b5b4a	2020	All bedrooms	Terrace house	Kildare Town	1021.5
64300ab6c1f531f75d1b5b4b	2020	All bedrooms	Terrace house	Athy, Kildare	913.04
64300ab6c1f531f75d1b5b4c	2020	All bedrooms	Terrace house	Celbridge, Kildare	1331.0
64300ab6c1f531f75d1b5b4d	2020	All bedrooms	Terrace house	Kilcock, Kildare	1300.15
64300ab6c1f531f75d1b5b4e	2020	All bedrooms	Terrace house	Leixlip, Kildare	1472.19
64300ab6c1f531f75d1b5b4f	2020	All bedrooms	Terrace house	Maynooth, Kildare	1680.96
64300ab6c1f531f75d1b5b50	2020	All bedrooms	Terrace house	Naas, Kildare	1394.43
64300ab6c1f531f75d1b5b51	2020	All bedrooms	Terrace house	Newbridge, Kildare	1105.79
64300ab6c1f531f75d1b5b52	2020	All bedrooms	Terrace house	Kilkenny	845.1
64300ab6c1f531f75d1b5b53	2020	All bedrooms	Terrace house	Kilkenny City	991.18
64300ab6c1f531f75d1b5b54	2020	All bedrooms	Terrace house	Callan, Kilkenny	721.44
64300ab6c1f531f75d1b5b55	2020	All bedrooms	Terrace house	Laois	852.19
64300ab6c1f531f75d1b5b56	2020	All bedrooms	Terrace house	Portarlington, Laois	785.6
64300ab6c1f531f75d1b5b57	2020	All bedrooms	Terrace house	Portlaoise, Laois	914.59
64300ab6c1f531f75d1b5b58	2020	All bedrooms	Terrace house	Leitrim	559.92
64300ab6c1f531f75d1b5b59	2020	All bedrooms	Terrace house	Carrick-On-Shannon, Leitrim	546.72
64300ab6c1f531f75d1b5b5a	2020	All bedrooms	Terrace house	Limerick	1006.68
64300ab6c1f531f75d1b5b5b	2020	All bedrooms	Terrace house	Limerick City	1089.6
64300ab6c1f531f75d1b5b5c	2020	All bedrooms	Terrace house	Annacotty, Limerick	1151.02
64300ab6c1f531f75d1b5b5d	2020	All bedrooms	Terrace house	Castletroy, Limerick	1122.15
64300ab6c1f531f75d1b5b5e	2020	All bedrooms	Terrace house	Dooradoyle, Limerick	1073.34
64300ab6c1f531f75d1b5b5f	2020	All bedrooms	Terrace house	Newcastle West, Limerick	668.5
64300ab6c1f531f75d1b5b60	2020	All bedrooms	Terrace house	Longford	656.44
64300ab6c1f531f75d1b5b61	2020	All bedrooms	Terrace house	Longford Town	693.81
64300ab6c1f531f75d1b5b62	2020	All bedrooms	Terrace house	Ballymahon, Longford	557.65
64300ab6c1f531f75d1b5b63	2020	All bedrooms	Terrace house	Louth	1052.46
64300ab6c1f531f75d1b5b64	2020	All bedrooms	Terrace house	Ardee, Louth	1008.35
64300ab6c1f531f75d1b5b65	2020	All bedrooms	Terrace house	Drogheda, Louth	1086.46
64300ab6c1f531f75d1b5b66	2020	All bedrooms	Terrace house	Dundalk, Louth	1038.3
64300ab6c1f531f75d1b5b67	2020	All bedrooms	Terrace house	Mayo	682.6
64300ab6c1f531f75d1b5b68	2020	All bedrooms	Terrace house	Ballina, Mayo	645.96
64300ab6c1f531f75d1b5b69	2020	All bedrooms	Terrace house	Ballinrobe, Mayo	542.62
64300ab6c1f531f75d1b5b6a	2020	All bedrooms	Terrace house	Castlebar, Mayo	710.62
64300ab6c1f531f75d1b5b6b	2020	All bedrooms	Terrace house	Westport, Mayo	806.04
64300ab6c1f531f75d1b5b6c	2020	All bedrooms	Terrace house	Meath	1207.04
64300ab6c1f531f75d1b5b6d	2020	All bedrooms	Terrace house	Ashbourne, Meath	1398.88
64300ab6c1f531f75d1b5b6e	2020	All bedrooms	Terrace house	Kells, Meath	1001.41
64300ab6c1f531f75d1b5b6f	2020	All bedrooms	Terrace house	Navan, Meath	1180.54
64300ab6c1f531f75d1b5b70	2020	All bedrooms	Terrace house	Ratoath, Meath	1431.01
64300ab6c1f531f75d1b5b71	2020	All bedrooms	Terrace house	Trim, Meath	1161.09
64300ab6c1f531f75d1b5b72	2020	All bedrooms	Terrace house	Monaghan	651.11
64300ab6c1f531f75d1b5b73	2020	All bedrooms	Terrace house	Carrickmacross, Monaghan	680.11
64300ab6c1f531f75d1b5b74	2020	All bedrooms	Terrace house	Castleblayney, Monaghan	663.16
64300ab6c1f531f75d1b5b75	2020	All bedrooms	Terrace house	Monaghan Town	703.59
64300ab6c1f531f75d1b5b76	2020	All bedrooms	Terrace house	Offaly	897.72
64300ab6c1f531f75d1b5b77	2020	All bedrooms	Terrace house	Birr, Offaly	638.39
64300ab6c1f531f75d1b5b78	2020	All bedrooms	Terrace house	Edenderry, Offaly	831.5
64300ab6c1f531f75d1b5b79	2020	All bedrooms	Terrace house	Tullamore, Offaly	998.44
64300ab6c1f531f75d1b5b7a	2020	All bedrooms	Terrace house	Roscommon	679.23
64300ab6c1f531f75d1b5b7b	2020	All bedrooms	Terrace house	Athlone, Roscommon	876.6
64300ab6c1f531f75d1b5b7c	2020	All bedrooms	Terrace house	Sligo	752.33
64300ab6c1f531f75d1b5b7d	2020	All bedrooms	Terrace house	Sligo Town	789.64
64300ab6c1f531f75d1b5b7e	2020	All bedrooms	Terrace house	Tipperary	707.2
64300ab6c1f531f75d1b5b7f	2020	All bedrooms	Terrace house	Tipperary Town	640.35
64300ab6c1f531f75d1b5b80	2020	All bedrooms	Terrace house	Cahir, Tipperary	674.09
64300ab6c1f531f75d1b5b81	2020	All bedrooms	Terrace house	Cashel, Tipperary	630.35
64300ab6c1f531f75d1b5b82	2020	All bedrooms	Terrace house	Clonmel, Tipperary	773.08
64300ab6c1f531f75d1b5b83	2020	All bedrooms	Terrace house	Nenagh, Tipperary	783.74
64300ab6c1f531f75d1b5b84	2020	All bedrooms	Terrace house	Roscrea, Tipperary	642.17
64300ab6c1f531f75d1b5b85	2020	All bedrooms	Terrace house	Thurles, Tipperary	670.57
64300ab6c1f531f75d1b5b86	2020	All bedrooms	Terrace house	Waterford	771.64
64300ab6c1f531f75d1b5b87	2020	All bedrooms	Terrace house	Waterford City	797.96
64300ab6c1f531f75d1b5b88	2020	All bedrooms	Terrace house	Dungarvan, Waterford	769.3
64300ab6c1f531f75d1b5b89	2020	All bedrooms	Terrace house	Tramore, Waterford	719.65
64300ab6c1f531f75d1b5b8a	2020	All bedrooms	Terrace house	Westmeath	885.08
64300ab6c1f531f75d1b5b8b	2020	All bedrooms	Terrace house	Athlone, Westmeath	917.49
64300ab6c1f531f75d1b5b8c	2020	All bedrooms	Terrace house	Mullingar, Westmeath	899.18
64300ab6c1f531f75d1b5b8d	2020	All bedrooms	Terrace house	Wexford	775.74
64300ab6c1f531f75d1b5b8e	2020	All bedrooms	Terrace house	Enniscorthy, Wexford	710.19
64300ab6c1f531f75d1b5b8f	2020	All bedrooms	Terrace house	Gorey, Wexford	897.12
64300ab6c1f531f75d1b5b90	2020	All bedrooms	Terrace house	New Ross, Wexford	682.09
64300ab6c1f531f75d1b5b91	2020	All bedrooms	Terrace house	Wicklow	1265.12
64300ab6c1f531f75d1b5b92	2020	All bedrooms	Terrace house	Wicklow Town	1098.25
64300ab6c1f531f75d1b5b93	2020	All bedrooms	Terrace house	Arklow, Wicklow	1052.97
64300ab6c1f531f75d1b5b94	2020	All bedrooms	Terrace house	Blessington, Wicklow	1282.56
64300ab6c1f531f75d1b5b95	2020	All bedrooms	Terrace house	Bray, Wicklow	1417.69
64300ab6c1f531f75d1b5b96	2020	All bedrooms	Terrace house	Greystones, Wicklow	1518.78
64300ab6c1f531f75d1b5b97	2020	All bedrooms	Apartment	Carlow	819.21
64300ab6c1f531f75d1b5b98	2020	All bedrooms	Apartment	Carlow Town	863.37
64300ab6c1f531f75d1b5b99	2020	All bedrooms	Apartment	Tullow, Carlow	768.75
64300ab6c1f531f75d1b5b9a	2020	All bedrooms	Apartment	Cavan	616.76
64300ab6c1f531f75d1b5b9b	2020	All bedrooms	Apartment	Cavan Town	637.29
64300ab6c1f531f75d1b5b9c	2020	All bedrooms	Apartment	Ballyconnell, Cavan	572.23
64300ab6c1f531f75d1b5b9d	2020	All bedrooms	Apartment	Belturbet, Cavan	564.41
64300ab6c1f531f75d1b5b9e	2020	All bedrooms	Apartment	Clare	708.1
64300ab6c1f531f75d1b5b9f	2020	All bedrooms	Apartment	Ennis, Clare	665.9
64300ab6c1f531f75d1b5ba0	2020	All bedrooms	Apartment	Killaloe, Clare	812.76
64300ab6c1f531f75d1b5ba1	2020	All bedrooms	Apartment	Kilrush, Clare	550.15
64300ab6c1f531f75d1b5ba2	2020	All bedrooms	Apartment	Shannon, Clare	800.75
64300ab6c1f531f75d1b5ba3	2020	All bedrooms	Apartment	Cork	1114.9
64300ab6c1f531f75d1b5ba4	2020	All bedrooms	Apartment	Cork City	1223.99
64300ab6c1f531f75d1b5ba5	2020	All bedrooms	Apartment	Ballincollig, Cork	1189.96
64300ab6c1f531f75d1b5ba6	2020	All bedrooms	Apartment	Ballintemple, Cork	1236.8
64300ab6c1f531f75d1b5ba7	2020	All bedrooms	Apartment	Bandon, Cork	843.27
64300ab6c1f531f75d1b5ba8	2020	All bedrooms	Apartment	Bantry, Cork	616.22
64300ab6c1f531f75d1b5ba9	2020	All bedrooms	Apartment	Bishopstown, Cork	1254.0
64300ab6c1f531f75d1b5baa	2020	All bedrooms	Apartment	Blackpool, Cork	1021.13
64300ab6c1f531f75d1b5bab	2020	All bedrooms	Apartment	Blackrock, Cork	1242.43
64300ab6c1f531f75d1b5bac	2020	All bedrooms	Apartment	Blarney, Cork	1033.95
64300ab6c1f531f75d1b5bad	2020	All bedrooms	Apartment	Carrigaline, Cork	991.06
64300ab6c1f531f75d1b5bae	2020	All bedrooms	Apartment	Carrigtwohill, Cork	1003.02
64300ab6c1f531f75d1b5baf	2020	All bedrooms	Apartment	Charleville, Cork	703.75
64300ab6c1f531f75d1b5bb0	2020	All bedrooms	Apartment	Clonakilty, Cork	780.19
64300ab6c1f531f75d1b5bb1	2020	All bedrooms	Apartment	Cobh, Cork	912.73
64300ab6c1f531f75d1b5bb2	2020	All bedrooms	Apartment	Douglas, Cork	1275.35
64300ab6c1f531f75d1b5bb3	2020	All bedrooms	Apartment	Fermoy, Cork	767.86
64300ab6c1f531f75d1b5bb4	2020	All bedrooms	Apartment	Glanmire, Cork	1048.81
64300ab6c1f531f75d1b5bb5	2020	All bedrooms	Apartment	Kinsale, Cork	1070.76
64300ab6c1f531f75d1b5bb6	2020	All bedrooms	Apartment	Macroom, Cork	639.72
64300ab6c1f531f75d1b5bb7	2020	All bedrooms	Apartment	Mallow, Cork	860.68
64300ab6c1f531f75d1b5bb8	2020	All bedrooms	Apartment	Midleton, Cork	990.46
64300ab6c1f531f75d1b5bb9	2020	All bedrooms	Apartment	Mitchelstown, Cork	689.11
64300ab6c1f531f75d1b5bba	2020	All bedrooms	Apartment	Passage West, Cork	1034.34
64300ab6c1f531f75d1b5bbb	2020	All bedrooms	Apartment	Rochestown, Cork	1245.04
64300ab6c1f531f75d1b5bbc	2020	All bedrooms	Apartment	Skibbereen, Cork	645.4
64300ab6c1f531f75d1b5bbd	2020	All bedrooms	Apartment	Wilton, Cork	1169.68
64300ab6c1f531f75d1b5bbe	2020	All bedrooms	Apartment	Youghal, Cork	778.82
64300ab6c1f531f75d1b5bbf	2020	All bedrooms	Apartment	Donegal	551.7
64300ab6c1f531f75d1b5bc0	2020	All bedrooms	Apartment	Ballybofey, Donegal	499.34
64300ab6c1f531f75d1b5bc1	2020	All bedrooms	Apartment	Carndonagh, Donegal	463.3
64300ab6c1f531f75d1b5bc2	2020	All bedrooms	Apartment	Letterkenny, Donegal	589.53
64300ab6c1f531f75d1b5bc3	2020	All bedrooms	Apartment	Stranorlar, Donegal	480.29
64300ab6c1f531f75d1b5bc4	2020	All bedrooms	Apartment	Dublin	1731.03
64300ab6c1f531f75d1b5bc5	2020	All bedrooms	Apartment	Balbriggan, Dublin	1367.52
64300ab6c1f531f75d1b5bc6	2020	All bedrooms	Apartment	Blackrock, Dublin	1857.0
64300ab6c1f531f75d1b5bc7	2020	All bedrooms	Apartment	Booterstown, Dublin	1960.01
64300ab6c1f531f75d1b5bc8	2020	All bedrooms	Apartment	Dalkey, Dublin	2069.32
64300ab6c1f531f75d1b5bc9	2020	All bedrooms	Apartment	Donabate, Dublin	1527.82
64300ab6c1f531f75d1b5bca	2020	All bedrooms	Apartment	Dun Laoghaire, Dublin	1991.76
64300ab6c1f531f75d1b5bcb	2020	All bedrooms	Apartment	Howth, Dublin	1821.61
64300ab6c1f531f75d1b5bcc	2020	All bedrooms	Apartment	Killiney, Dublin	2009.88
64300ab6c1f531f75d1b5bcd	2020	All bedrooms	Apartment	Kinsealy, Dublin	1476.98
64300ab6c1f531f75d1b5bce	2020	All bedrooms	Apartment	Lucan, Dublin	1605.88
64300ab6c1f531f75d1b5bcf	2020	All bedrooms	Apartment	Malahide, Dublin	1827.63
64300ab6c1f531f75d1b5bd0	2020	All bedrooms	Apartment	Monkstown, Dublin	1664.76
64300ab6c1f531f75d1b5bd1	2020	All bedrooms	Apartment	Portmarnock, Dublin	1560.77
64300ab6c1f531f75d1b5bd2	2020	All bedrooms	Apartment	Rathcoole, Dublin	1377.75
64300ab6c1f531f75d1b5bd3	2020	All bedrooms	Apartment	Rush, Dublin	1321.3
64300ab6c1f531f75d1b5bd4	2020	All bedrooms	Apartment	Saggart, Dublin	1586.22
64300ab6c1f531f75d1b5bd5	2020	All bedrooms	Apartment	Sandycove, Dublin	1608.67
64300ab6c1f531f75d1b5bd6	2020	All bedrooms	Apartment	Shankill, Dublin	1533.89
64300ab6c1f531f75d1b5bd7	2020	All bedrooms	Apartment	Skerries, Dublin	1330.68
64300ab6c1f531f75d1b5bd8	2020	All bedrooms	Apartment	Stillorgan, Dublin	1858.86
64300ab6c1f531f75d1b5bd9	2020	All bedrooms	Apartment	Swords, Dublin	1474.79
64300ab6c1f531f75d1b5bda	2020	All bedrooms	Apartment	Dublin 1	1765.65
64300ab6c1f531f75d1b5bdb	2020	All bedrooms	Apartment	I.F.S.C., Dublin 1	1853.28
64300ab6c1f531f75d1b5bdc	2020	All bedrooms	Apartment	Parnell Street, Dublin 1	1713.8
64300ab6c1f531f75d1b5bdd	2020	All bedrooms	Apartment	Spencer Dock, Dublin 1	2128.49
64300ab6c1f531f75d1b5bde	2020	All bedrooms	Apartment	Summerhill, Dublin 1	1750.29
64300ab6c1f531f75d1b5bdf	2020	All bedrooms	Apartment	Dublin 2	2218.83
64300ab6c1f531f75d1b5be0	2020	All bedrooms	Apartment	Charlemont Street, Dublin 2	2064.17
64300ab6c1f531f75d1b5be1	2020	All bedrooms	Apartment	Grand Canal Dock, Dublin 2	2456.44
64300ab6c1f531f75d1b5be2	2020	All bedrooms	Apartment	Grand Canal Square, Dublin 2	2871.54
64300ab6c1f531f75d1b5be3	2020	All bedrooms	Apartment	Hanover Quay, Dublin 2	2496.47
64300ab6c1f531f75d1b5be4	2020	All bedrooms	Apartment	Pearse Street, Dublin 2	1771.55
64300ab6c1f531f75d1b5be5	2020	All bedrooms	Apartment	Tara Street, Dublin 2	1744.19
64300ab6c1f531f75d1b5be6	2020	All bedrooms	Apartment	Temple Bar, Dublin 2	1841.69
64300ab6c1f531f75d1b5be7	2020	All bedrooms	Apartment	Townsend Street, Dublin 2	1808.32
64300ab6c1f531f75d1b5be8	2020	All bedrooms	Apartment	Dublin 3	1691.73
64300ab6c1f531f75d1b5be9	2020	All bedrooms	Apartment	Clonliffe, Dublin 3	1602.98
64300ab6c1f531f75d1b5bea	2020	All bedrooms	Apartment	Clontarf, Dublin 3	1706.98
64300ab6c1f531f75d1b5beb	2020	All bedrooms	Apartment	Drumcondra, Dublin 3	1579.8
64300ab6c1f531f75d1b5bec	2020	All bedrooms	Apartment	East Wall, Dublin 3	1772.22
64300ab6c1f531f75d1b5bed	2020	All bedrooms	Apartment	Fairview, Dublin 3	1565.3
64300ab6c1f531f75d1b5bee	2020	All bedrooms	Apartment	Dublin 4	2139.39
64300ab6c1f531f75d1b5bef	2020	All bedrooms	Apartment	Ballsbridge, Dublin 4	2378.05
64300ab6c1f531f75d1b5bf0	2020	All bedrooms	Apartment	Donnybrook, Dublin 4	1817.64
64300ab6c1f531f75d1b5bf1	2020	All bedrooms	Apartment	Irishtown, Dublin 4	1835.87
64300ab6c1f531f75d1b5bf2	2020	All bedrooms	Apartment	Merrion, Dublin 4	1861.98
64300ab6c1f531f75d1b5bf3	2020	All bedrooms	Apartment	Pembroke, Dublin 4	2234.26
64300ab6c1f531f75d1b5bf4	2020	All bedrooms	Apartment	Ringsend, Dublin 4	1919.19
64300ab6c1f531f75d1b5bf5	2020	All bedrooms	Apartment	Sandymount, Dublin 4	1982.85
64300ab6c1f531f75d1b5bf6	2020	All bedrooms	Apartment	Dublin 5	1622.28
64300ab6c1f531f75d1b5bf7	2020	All bedrooms	Apartment	Artane, Dublin 5	1549.49
64300ab6c1f531f75d1b5bf8	2020	All bedrooms	Apartment	Killester, Dublin 5	1343.13
64300ab6c1f531f75d1b5bf9	2020	All bedrooms	Apartment	Raheny, Dublin 5	1630.95
64300ab6c1f531f75d1b5bfa	2020	All bedrooms	Apartment	Dublin 6	1702.76
64300ab6c1f531f75d1b5bfb	2020	All bedrooms	Apartment	Harolds Cross, Dublin 6	1658.06
64300ab6c1f531f75d1b5bfc	2020	All bedrooms	Apartment	Milltown, Dublin 6	1973.0
64300ab6c1f531f75d1b5bfd	2020	All bedrooms	Apartment	Ranelagh, Dublin 6	1721.21
64300ab6c1f531f75d1b5bfe	2020	All bedrooms	Apartment	Rathgar, Dublin 6	1563.95
64300ab6c1f531f75d1b5bff	2020	All bedrooms	Apartment	Rathmines, Dublin 6	1533.84
64300ab6c1f531f75d1b5c00	2020	All bedrooms	Apartment	Terenure, Dublin 6	1665.97
64300ab6c1f531f75d1b5c01	2020	All bedrooms	Apartment	Dublin 6W	1818.87
